uid,group_id,step,country,category,sub_category,variant,question,expected_answer,actual_answer,question_rationale
sd35_korea_wildlife_plant_common::5,sd35_korea_wildlife_plant_common,5,korea,wildlife,plant,common,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife common in korea
sd35_korea_wildlife_plant_general::step0,sd35_korea_wildlife_plant_general,step0,korea,wildlife,plant,general,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::step0,sd35_korea_wildlife_plant_general,step0,korea,wildlife,plant,general,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::step0,sd35_korea_wildlife_plant_general,step0,korea,wildlife,plant,general,"Does the image match the prompt: Plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::step0,sd35_korea_wildlife_plant_general,step0,korea,wildlife,plant,general,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::1,sd35_korea_wildlife_plant_general,1,korea,wildlife,plant,general,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::1,sd35_korea_wildlife_plant_general,1,korea,wildlife,plant,general,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::1,sd35_korea_wildlife_plant_general,1,korea,wildlife,plant,general,"Does the image match the prompt: Plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::1,sd35_korea_wildlife_plant_general,1,korea,wildlife,plant,general,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::2,sd35_korea_wildlife_plant_general,2,korea,wildlife,plant,general,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::2,sd35_korea_wildlife_plant_general,2,korea,wildlife,plant,general,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::2,sd35_korea_wildlife_plant_general,2,korea,wildlife,plant,general,"Does the image match the prompt: Plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::2,sd35_korea_wildlife_plant_general,2,korea,wildlife,plant,general,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::3,sd35_korea_wildlife_plant_general,3,korea,wildlife,plant,general,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::3,sd35_korea_wildlife_plant_general,3,korea,wildlife,plant,general,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::3,sd35_korea_wildlife_plant_general,3,korea,wildlife,plant,general,"Does the image match the prompt: Plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::3,sd35_korea_wildlife_plant_general,3,korea,wildlife,plant,general,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::4,sd35_korea_wildlife_plant_general,4,korea,wildlife,plant,general,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::4,sd35_korea_wildlife_plant_general,4,korea,wildlife,plant,general,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::4,sd35_korea_wildlife_plant_general,4,korea,wildlife,plant,general,"Does the image match the prompt: Plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::4,sd35_korea_wildlife_plant_general,4,korea,wildlife,plant,general,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::5,sd35_korea_wildlife_plant_general,5,korea,wildlife,plant,general,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::5,sd35_korea_wildlife_plant_general,5,korea,wildlife,plant,general,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::5,sd35_korea_wildlife_plant_general,5,korea,wildlife,plant,general,"Does the image match the prompt: Plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_general::5,sd35_korea_wildlife_plant_general,5,korea,wildlife,plant,general,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife general in korea
sd35_korea_wildlife_plant_national::step0,sd35_korea_wildlife_plant_national,step0,korea,wildlife,plant,national,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::step0,sd35_korea_wildlife_plant_national,step0,korea,wildlife,plant,national,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::step0,sd35_korea_wildlife_plant_national,step0,korea,wildlife,plant,national,"Does the image match the prompt: National plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::step0,sd35_korea_wildlife_plant_national,step0,korea,wildlife,plant,national,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::1,sd35_korea_wildlife_plant_national,1,korea,wildlife,plant,national,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::1,sd35_korea_wildlife_plant_national,1,korea,wildlife,plant,national,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::1,sd35_korea_wildlife_plant_national,1,korea,wildlife,plant,national,"Does the image match the prompt: National plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::1,sd35_korea_wildlife_plant_national,1,korea,wildlife,plant,national,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::2,sd35_korea_wildlife_plant_national,2,korea,wildlife,plant,national,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::2,sd35_korea_wildlife_plant_national,2,korea,wildlife,plant,national,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::2,sd35_korea_wildlife_plant_national,2,korea,wildlife,plant,national,"Does the image match the prompt: National plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::2,sd35_korea_wildlife_plant_national,2,korea,wildlife,plant,national,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::3,sd35_korea_wildlife_plant_national,3,korea,wildlife,plant,national,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::3,sd35_korea_wildlife_plant_national,3,korea,wildlife,plant,national,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::3,sd35_korea_wildlife_plant_national,3,korea,wildlife,plant,national,"Does the image match the prompt: National plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::3,sd35_korea_wildlife_plant_national,3,korea,wildlife,plant,national,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::4,sd35_korea_wildlife_plant_national,4,korea,wildlife,plant,national,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::4,sd35_korea_wildlife_plant_national,4,korea,wildlife,plant,national,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::4,sd35_korea_wildlife_plant_national,4,korea,wildlife,plant,national,"Does the image match the prompt: National plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::4,sd35_korea_wildlife_plant_national,4,korea,wildlife,plant,national,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::5,sd35_korea_wildlife_plant_national,5,korea,wildlife,plant,national,Does the image accurately represent korea cultural elements?,yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::5,sd35_korea_wildlife_plant_national,5,korea,wildlife,plant,national,Are there foreign cultural elements unrelated to korea?,no,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::5,sd35_korea_wildlife_plant_national,5,korea,wildlife,plant,national,"Does the image match the prompt: National plant in Korea, photorealistic.?",yes,no,Template-based question for wildlife national in korea
sd35_korea_wildlife_plant_national::5,sd35_korea_wildlife_plant_national,5,korea,wildlife,plant,national,Do you observe elements that would clash with cultural expectations for korea?,no,no,Template-based question for wildlife national in korea
sd35_nigeria_architecture_house_general::step0,sd35_nigeria_architecture_house_general,step0,nigeria,architecture,house,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::step0,sd35_nigeria_architecture_house_general,step0,nigeria,architecture,house,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::step0,sd35_nigeria_architecture_house_general,step0,nigeria,architecture,house,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::step0,sd35_nigeria_architecture_house_general,step0,nigeria,architecture,house,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::1,sd35_nigeria_architecture_house_general,1,nigeria,architecture,house,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::1,sd35_nigeria_architecture_house_general,1,nigeria,architecture,house,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::1,sd35_nigeria_architecture_house_general,1,nigeria,architecture,house,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::1,sd35_nigeria_architecture_house_general,1,nigeria,architecture,house,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::2,sd35_nigeria_architecture_house_general,2,nigeria,architecture,house,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::2,sd35_nigeria_architecture_house_general,2,nigeria,architecture,house,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::2,sd35_nigeria_architecture_house_general,2,nigeria,architecture,house,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::2,sd35_nigeria_architecture_house_general,2,nigeria,architecture,house,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::3,sd35_nigeria_architecture_house_general,3,nigeria,architecture,house,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::3,sd35_nigeria_architecture_house_general,3,nigeria,architecture,house,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::3,sd35_nigeria_architecture_house_general,3,nigeria,architecture,house,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::3,sd35_nigeria_architecture_house_general,3,nigeria,architecture,house,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::4,sd35_nigeria_architecture_house_general,4,nigeria,architecture,house,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::4,sd35_nigeria_architecture_house_general,4,nigeria,architecture,house,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::4,sd35_nigeria_architecture_house_general,4,nigeria,architecture,house,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::4,sd35_nigeria_architecture_house_general,4,nigeria,architecture,house,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::5,sd35_nigeria_architecture_house_general,5,nigeria,architecture,house,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::5,sd35_nigeria_architecture_house_general,5,nigeria,architecture,house,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::5,sd35_nigeria_architecture_house_general,5,nigeria,architecture,house,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_general::5,sd35_nigeria_architecture_house_general,5,nigeria,architecture,house,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_house_modern::step0,sd35_nigeria_architecture_house_modern,step0,nigeria,architecture,house,modern,Does the architecture show contemporary design while maintaining nigeria cultural identity?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::step0,sd35_nigeria_architecture_house_modern,step0,nigeria,architecture,house,modern,Are there outdated or purely traditional elements inappropriate for modern nigeria architecture?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::step0,sd35_nigeria_architecture_house_modern,step0,nigeria,architecture,house,modern,Does the building reflect modern nigeria urban development and lifestyle?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::step0,sd35_nigeria_architecture_house_modern,step0,nigeria,architecture,house,modern,Does the design ignore modern nigeria architectural innovations and trends?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::1,sd35_nigeria_architecture_house_modern,1,nigeria,architecture,house,modern,Does the architecture show contemporary design while maintaining nigeria cultural identity?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::1,sd35_nigeria_architecture_house_modern,1,nigeria,architecture,house,modern,Are there outdated or purely traditional elements inappropriate for modern nigeria architecture?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::1,sd35_nigeria_architecture_house_modern,1,nigeria,architecture,house,modern,Does the building reflect modern nigeria urban development and lifestyle?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::1,sd35_nigeria_architecture_house_modern,1,nigeria,architecture,house,modern,Does the design ignore modern nigeria architectural innovations and trends?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::2,sd35_nigeria_architecture_house_modern,2,nigeria,architecture,house,modern,Does the architecture show contemporary design while maintaining nigeria cultural identity?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::2,sd35_nigeria_architecture_house_modern,2,nigeria,architecture,house,modern,Are there outdated or purely traditional elements inappropriate for modern nigeria architecture?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::2,sd35_nigeria_architecture_house_modern,2,nigeria,architecture,house,modern,Does the building reflect modern nigeria urban development and lifestyle?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::2,sd35_nigeria_architecture_house_modern,2,nigeria,architecture,house,modern,Does the design ignore modern nigeria architectural innovations and trends?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::3,sd35_nigeria_architecture_house_modern,3,nigeria,architecture,house,modern,Does the architecture show contemporary design while maintaining nigeria cultural identity?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::3,sd35_nigeria_architecture_house_modern,3,nigeria,architecture,house,modern,Are there outdated or purely traditional elements inappropriate for modern nigeria architecture?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::3,sd35_nigeria_architecture_house_modern,3,nigeria,architecture,house,modern,Does the building reflect modern nigeria urban development and lifestyle?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::3,sd35_nigeria_architecture_house_modern,3,nigeria,architecture,house,modern,Does the design ignore modern nigeria architectural innovations and trends?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::4,sd35_nigeria_architecture_house_modern,4,nigeria,architecture,house,modern,Does the architecture show contemporary design while maintaining nigeria cultural identity?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::4,sd35_nigeria_architecture_house_modern,4,nigeria,architecture,house,modern,Are there outdated or purely traditional elements inappropriate for modern nigeria architecture?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::4,sd35_nigeria_architecture_house_modern,4,nigeria,architecture,house,modern,Does the building reflect modern nigeria urban development and lifestyle?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::4,sd35_nigeria_architecture_house_modern,4,nigeria,architecture,house,modern,Does the design ignore modern nigeria architectural innovations and trends?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::5,sd35_nigeria_architecture_house_modern,5,nigeria,architecture,house,modern,Does the architecture show contemporary design while maintaining nigeria cultural identity?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::5,sd35_nigeria_architecture_house_modern,5,nigeria,architecture,house,modern,Are there outdated or purely traditional elements inappropriate for modern nigeria architecture?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::5,sd35_nigeria_architecture_house_modern,5,nigeria,architecture,house,modern,Does the building reflect modern nigeria urban development and lifestyle?,yes,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_modern::5,sd35_nigeria_architecture_house_modern,5,nigeria,architecture,house,modern,Does the design ignore modern nigeria architectural innovations and trends?,no,no,Template-based question for architecture modern in nigeria
sd35_nigeria_architecture_house_traditional::step0,sd35_nigeria_architecture_house_traditional,step0,nigeria,architecture,house,traditional,Does the architecture show traditional nigeria building styles and materials?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::step0,sd35_nigeria_architecture_house_traditional,step0,nigeria,architecture,house,traditional,Are there modern Western architectural elements that contradict traditional nigeria design?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::step0,sd35_nigeria_architecture_house_traditional,step0,nigeria,architecture,house,traditional,Does the structure incorporate traditional nigeria cultural motifs or decorative elements?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::step0,sd35_nigeria_architecture_house_traditional,step0,nigeria,architecture,house,traditional,Are there elements that clash with historical nigeria architectural principles?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::1,sd35_nigeria_architecture_house_traditional,1,nigeria,architecture,house,traditional,Does the architecture show traditional nigeria building styles and materials?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::1,sd35_nigeria_architecture_house_traditional,1,nigeria,architecture,house,traditional,Are there modern Western architectural elements that contradict traditional nigeria design?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::1,sd35_nigeria_architecture_house_traditional,1,nigeria,architecture,house,traditional,Does the structure incorporate traditional nigeria cultural motifs or decorative elements?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::1,sd35_nigeria_architecture_house_traditional,1,nigeria,architecture,house,traditional,Are there elements that clash with historical nigeria architectural principles?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::2,sd35_nigeria_architecture_house_traditional,2,nigeria,architecture,house,traditional,Does the architecture show traditional nigeria building styles and materials?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::2,sd35_nigeria_architecture_house_traditional,2,nigeria,architecture,house,traditional,Are there modern Western architectural elements that contradict traditional nigeria design?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::2,sd35_nigeria_architecture_house_traditional,2,nigeria,architecture,house,traditional,Does the structure incorporate traditional nigeria cultural motifs or decorative elements?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::2,sd35_nigeria_architecture_house_traditional,2,nigeria,architecture,house,traditional,Are there elements that clash with historical nigeria architectural principles?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::3,sd35_nigeria_architecture_house_traditional,3,nigeria,architecture,house,traditional,Does the architecture show traditional nigeria building styles and materials?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::3,sd35_nigeria_architecture_house_traditional,3,nigeria,architecture,house,traditional,Are there modern Western architectural elements that contradict traditional nigeria design?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::3,sd35_nigeria_architecture_house_traditional,3,nigeria,architecture,house,traditional,Does the structure incorporate traditional nigeria cultural motifs or decorative elements?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::3,sd35_nigeria_architecture_house_traditional,3,nigeria,architecture,house,traditional,Are there elements that clash with historical nigeria architectural principles?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::4,sd35_nigeria_architecture_house_traditional,4,nigeria,architecture,house,traditional,Does the architecture show traditional nigeria building styles and materials?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::4,sd35_nigeria_architecture_house_traditional,4,nigeria,architecture,house,traditional,Are there modern Western architectural elements that contradict traditional nigeria design?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::4,sd35_nigeria_architecture_house_traditional,4,nigeria,architecture,house,traditional,Does the structure incorporate traditional nigeria cultural motifs or decorative elements?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::4,sd35_nigeria_architecture_house_traditional,4,nigeria,architecture,house,traditional,Are there elements that clash with historical nigeria architectural principles?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::5,sd35_nigeria_architecture_house_traditional,5,nigeria,architecture,house,traditional,Does the architecture show traditional nigeria building styles and materials?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::5,sd35_nigeria_architecture_house_traditional,5,nigeria,architecture,house,traditional,Are there modern Western architectural elements that contradict traditional nigeria design?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::5,sd35_nigeria_architecture_house_traditional,5,nigeria,architecture,house,traditional,Does the structure incorporate traditional nigeria cultural motifs or decorative elements?,yes,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_house_traditional::5,sd35_nigeria_architecture_house_traditional,5,nigeria,architecture,house,traditional,Are there elements that clash with historical nigeria architectural principles?,no,no,Template-based question for architecture traditional in nigeria
sd35_nigeria_architecture_landmark_general::step0,sd35_nigeria_architecture_landmark_general,step0,nigeria,architecture,landmark,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::step0,sd35_nigeria_architecture_landmark_general,step0,nigeria,architecture,landmark,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::step0,sd35_nigeria_architecture_landmark_general,step0,nigeria,architecture,landmark,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::step0,sd35_nigeria_architecture_landmark_general,step0,nigeria,architecture,landmark,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::1,sd35_nigeria_architecture_landmark_general,1,nigeria,architecture,landmark,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::1,sd35_nigeria_architecture_landmark_general,1,nigeria,architecture,landmark,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::1,sd35_nigeria_architecture_landmark_general,1,nigeria,architecture,landmark,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::1,sd35_nigeria_architecture_landmark_general,1,nigeria,architecture,landmark,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::2,sd35_nigeria_architecture_landmark_general,2,nigeria,architecture,landmark,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::2,sd35_nigeria_architecture_landmark_general,2,nigeria,architecture,landmark,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::2,sd35_nigeria_architecture_landmark_general,2,nigeria,architecture,landmark,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::2,sd35_nigeria_architecture_landmark_general,2,nigeria,architecture,landmark,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::3,sd35_nigeria_architecture_landmark_general,3,nigeria,architecture,landmark,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::3,sd35_nigeria_architecture_landmark_general,3,nigeria,architecture,landmark,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::3,sd35_nigeria_architecture_landmark_general,3,nigeria,architecture,landmark,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::3,sd35_nigeria_architecture_landmark_general,3,nigeria,architecture,landmark,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::4,sd35_nigeria_architecture_landmark_general,4,nigeria,architecture,landmark,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::4,sd35_nigeria_architecture_landmark_general,4,nigeria,architecture,landmark,general,Are there foreign architectural elements unrelated to nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::4,sd35_nigeria_architecture_landmark_general,4,nigeria,architecture,landmark,general,Does the structure fit within the typical nigeria built environment?,yes,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::4,sd35_nigeria_architecture_landmark_general,4,nigeria,architecture,landmark,general,Are there elements that would be culturally inappropriate in nigeria?,no,no,Template-based question for architecture general in nigeria
sd35_nigeria_architecture_landmark_general::5,sd35_nigeria_architecture_landmark_general,5,nigeria,architecture,landmark,general,Does the architecture represent recognizable nigeria building characteristics?,yes,no,Template-based question for architecture general in nigeria
