prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path
"A model in Kenya, photorealistic.",Change the image to represent model in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_people_model.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_people_model_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_people_model_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_people_model_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_people_model_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_people_model_5.png
"A president in Kenya, photorealistic.",Change the image to represent president in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_people_president.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_people_president_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_people_president_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_people_president_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_people_president_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_people_president_5.png
"A soldier in Kenya, photorealistic.",Change the image to represent soldier in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_people_soldier.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_people_soldier_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_people_soldier_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_people_soldier_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_people_soldier_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_people_soldier_5.png
"A student in Kenya, photorealistic.",Change the image to represent student in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_people_student.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_people_student_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_people_student_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_people_student_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_people_student_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_people_student_5.png
"A teacher in Kenya, photorealistic.",Change the image to represent teacher in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_people_teacher.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_people_teacher_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_people_teacher_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_people_teacher_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_people_teacher_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_people_teacher_5.png
"Common animal in Kenya, photorealistic.",Change the image to represent common animal in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_wildlife_animal_common.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_wildlife_animal_common_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_wildlife_animal_common_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_wildlife_animal_common_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_wildlife_animal_common_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_wildlife_animal_common_5.png
"Animal in Kenya, photorealistic.",Change the image to represent animal in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_wildlife_animal_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_wildlife_animal_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_wildlife_animal_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_wildlife_animal_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_wildlife_animal_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_wildlife_animal_general_5.png
"National animal in Kenya, photorealistic.",Change the image to represent national animal in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_wildlife_animal_national.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_wildlife_animal_national_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_wildlife_animal_national_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_wildlife_animal_national_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_wildlife_animal_national_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_wildlife_animal_national_5.png
"Common plant in Kenya, photorealistic.",Change the image to represent common animal in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_wildlife_plant_common.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_wildlife_plant_common_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_wildlife_plant_common_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_wildlife_plant_common_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_wildlife_plant_common_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_wildlife_plant_common_5.png
"Plant in Kenya, photorealistic.",Change the image to represent animal in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_wildlife_plant_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_wildlife_plant_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_wildlife_plant_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_wildlife_plant_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_wildlife_plant_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_wildlife_plant_general_5.png
"National plant in Kenya, photorealistic.",Change the image to represent national animal in Kenya.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_kenya_wildlife_plant_national.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_kenya_wildlife_plant_national_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_kenya_wildlife_plant_national_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_kenya_wildlife_plant_national_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_kenya_wildlife_plant_national_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_kenya_wildlife_plant_national_5.png
"House in Korea, photorealistic.",Change the image to represent house in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_architecture_house_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_architecture_house_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_architecture_house_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_architecture_house_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_architecture_house_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_architecture_house_general_5.png
"Modern house in Korea, photorealistic.",Change the image to represent modern house in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_architecture_house_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_architecture_house_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_architecture_house_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_architecture_house_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_architecture_house_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_architecture_house_modern_5.png
"Traditional house in Korea, photorealistic.",Change the image to represent traditional house in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_architecture_house_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_architecture_house_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_architecture_house_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_architecture_house_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_architecture_house_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_architecture_house_traditional_5.png
"Landmark in Korea, photorealistic.",Change the image to represent landmark in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_architecture_landmark_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_architecture_landmark_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_architecture_landmark_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_architecture_landmark_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_architecture_landmark_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_architecture_landmark_general_5.png
"Modern landmark in Korea, photorealistic.",Change the image to represent modern landmark in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_architecture_landmark_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_architecture_landmark_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_architecture_landmark_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_architecture_landmark_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_architecture_landmark_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_architecture_landmark_modern_5.png
"Traditional landmark in Korea, photorealistic.",Change the image to represent traditional landmark in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_architecture_landmark_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_architecture_landmark_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_architecture_landmark_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_architecture_landmark_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_architecture_landmark_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_architecture_landmark_traditional_5.png
"Dance in Korea, photorealistic.",Change the image to represent dance in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_dance_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_dance_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_dance_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_dance_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_dance_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_dance_general_5.png
"Modern dance in Korea, photorealistic.",Change the image to represent modern dance in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_dance_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_dance_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_dance_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_dance_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_dance_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_dance_modern_5.png
"Traditional dance in Korea, photorealistic.",Change the image to represent traditional dance in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_dance_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_dance_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_dance_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_dance_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_dance_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_dance_traditional_5.png
"Painting in Korea, photorealistic.",Change the image to represent painting in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_painting_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_painting_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_painting_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_painting_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_painting_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_painting_general_5.png
"Modern painting in Korea, photorealistic.",Change the image to represent modern painting in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_painting_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_painting_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_painting_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_painting_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_painting_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_painting_modern_5.png
"Traditional painting in Korea, photorealistic.",Change the image to represent traditional painting in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_painting_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_painting_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_painting_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_painting_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_painting_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_painting_traditional_5.png
"Sculpture in Korea, photorealistic.",Change the image to represent sculpture in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_sculpture_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_sculpture_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_sculpture_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_sculpture_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_sculpture_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_sculpture_general_5.png
"Modern sculpture in Korea, photorealistic.",Change the image to represent modern sculpture in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_sculpture_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_sculpture_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_sculpture_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_sculpture_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_sculpture_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_sculpture_modern_5.png
"Traditional sculpture in Korea, photorealistic.",Change the image to represent traditional sculpture in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_art_sculpture_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_art_sculpture_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_art_sculpture_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_art_sculpture_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_art_sculpture_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_art_sculpture_traditional_5.png
"Festival in Korea, photorealistic.",Change the image to represent festival in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_festival_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_festival_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_festival_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_festival_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_festival_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_festival_general_5.png
"Modern festival in Korea, photorealistic.",Change the image to represent modern festival in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_festival_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_festival_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_festival_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_festival_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_festival_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_festival_modern_5.png
"Traditional festival in Korea, photorealistic.",Change the image to represent traditional festival in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_festival_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_festival_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_festival_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_festival_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_festival_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_festival_traditional_5.png
"Funeral in Korea, photorealistic.",Change the image to represent funeral in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_funeral_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_funeral_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_funeral_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_funeral_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_funeral_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_funeral_general_5.png
"Modern funeral in Korea, photorealistic.",Change the image to represent modern funeral in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_funeral_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_funeral_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_funeral_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_funeral_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_funeral_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_funeral_modern_5.png
"Traditional funeral in Korea, photorealistic.",Change the image to represent traditional funeral in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_funeral_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_funeral_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_funeral_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_funeral_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_funeral_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_funeral_traditional_5.png
"Game in Korea, photorealistic.",Change the image to represent game in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_game_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_game_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_game_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_game_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_game_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_game_general_5.png
"Modern game in Korea, photorealistic.",Change the image to represent modern game in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_game_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_game_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_game_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_game_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_game_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_game_modern_5.png
"Traditional game in Korea, photorealistic.",Change the image to represent traditional game in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_game_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_game_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_game_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_game_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_game_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_game_traditional_5.png
"Religious ritual in Korea, photorealistic.",Change the image to represent religious ritual in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_religious_ritual_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_religious_ritual_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_religious_ritual_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_religious_ritual_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_religious_ritual_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_religious_ritual_general_5.png
"Modern eligious ritual in Korea, photorealistic.",Change the image to represent modern religious ritual in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_religious_ritual_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_religious_ritual_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_religious_ritual_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_religious_ritual_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_religious_ritual_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_religious_ritual_modern_5.png
"Traditional religious ritual in Korea, photorealistic.",Change the image to represent traditional religious ritual in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_religious_ritual_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_religious_ritual_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_religious_ritual_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_religious_ritual_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_religious_ritual_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_religious_ritual_traditional_5.png
"Sport in Korea, photorealistic.",Change the image to represent sport in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_sport_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_sport_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_sport_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_sport_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_sport_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_sport_general_5.png
"Modern sport in Korea, photorealistic.",Change the image to represent modern sport in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_sport_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_sport_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_sport_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_sport_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_sport_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_sport_modern_5.png
"Traditional sport in Korea, photorealistic.",Change the image to represent traditional sport in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_sport_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_sport_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_sport_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_sport_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_sport_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_sport_traditional_5.png
